id,firm,date_review,job_title,location,overall_rating,headline,pros,cons,reviewText,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Sentiment
705440,Radisson-Hotel-Group,01/10/2014, Anonymous Employee,"London, England, England",3,"Great company, but low pay","Very friendly team and approachable management.
Great training and opportunity for development within the company.
Great team events.","Very busy and demanding workplace, with extremely bad pay. The wages are not at all competitive with other London properties, unless you are in a senior management role. Waiters, receptionists, supervisors and other mid-management level positions are not even paid for the cost of living in London. When in a supervisory position, you are expected to work overtime without being paid.

High turnover, but i guess this is always a challenge in hospitality","Great company, but low pay Very friendly team and approachable management.
Great training and opportunity for development within the company.
Great team events. Very busy and demanding workplace, with extremely bad pay. The wages are not at all competitive with other London properties, unless you are in a senior management role. Waiters, receptionists, supervisors and other mid-management level positions are not even paid for the cost of living in London. When in a supervisory position, you are expected to work overtime without being paid.

High turnover, but i guess this is always a challenge in hospitality",0.27962637,0.3654067,0.3549669,Neutral Sentiment
705441,Radisson-Hotel-Group,13/10/2014, Housekeeping Supervisor,"Stansted, England, England",4,Good learning experience for Housekeeping Supervisor,I liked working at the Radisson Blu Hotel Stansted Airport. The training was thorough. The work-load was challenging but not too much to stress you out all the time. the 100% guest satisfaction policy empowers you to actually do a good job and take your time to deliver good services to your guests.,"The management is sometimes unable to deal with stressful situations, such as a sudden stream of guests when the airport closed town. This meant some very tough work-days in the winter, but in all fairness it's unexpected and hard to deal with for management as well.","Good learning experience for Housekeeping Supervisor I liked working at the Radisson Blu Hotel Stansted Airport. The training was thorough. The work-load was challenging but not too much to stress you out all the time. the 100% guest satisfaction policy empowers you to actually do a good job and take your time to deliver good services to your guests. The management is sometimes unable to deal with stressful situations, such as a sudden stream of guests when the airport closed town. This meant some very tough work-days in the winter, but in all fairness it's unexpected and hard to deal with for management as well.",0.08556726,0.23210062,0.6823321,Positive Sentiment
705442,Radisson-Hotel-Group,23/10/2014, Anonymous Employee,Berlin,2,"High staff turnover, employees not valued for their work only whom they know","small, familiar atmosphere
fun people when relaxed atmosphere","No room to grow up, only internal replacements 
Lack of leadership","High staff turnover, employees not valued for their work only whom they know small, familiar atmosphere
fun people when relaxed atmosphere No room to grow up, only internal replacements 
Lack of leadership",0.73149204,0.23866677,0.029841227,Negative Sentiment
705443,Radisson-Hotel-Group,23/10/2014, Housekeeping Service Manager,"Birmingham, England, England",5,Radisson is just amazing place to work !!!,"Radisson Hotel in Birmingham/UK was one of the best places I worked in my entire life ! Very fair executive management team, nice atmosphere, friendly supervisors and great possibilities for carrier development.","You have to be hard working, flexible, strong minded and you should enjoy working under pressure from time to time.","Radisson is just amazing place to work !!! Radisson Hotel in Birmingham/UK was one of the best places I worked in my entire life ! Very fair executive management team, nice atmosphere, friendly supervisors and great possibilities for carrier development. You have to be hard working, flexible, strong minded and you should enjoy working under pressure from time to time.",0.00180496,0.009664251,0.9885308,Positive Sentiment
705444,Radisson-Hotel-Group,16/01/2015, Waiter,"Cardiff, Wales, Wales",3,Good Experience,"Great Team, Nice customers, Good work-life balance","Bad managers, need to consider their staff's needs more often.","Good Experience Great Team, Nice customers, Good work-life balance Bad managers, need to consider their staff's needs more often.",0.025177242,0.14529854,0.8295243,Positive Sentiment
705445,Radisson-Hotel-Group,19/01/2015, Sales Manager,New Delhi,4,Working with Radisson Blu Hotel New Delhi Paschim has been a good learning  with great exposure in hospitality industry.,"Working with Radisson Blu Hotel gives an opportunity to directly interact with our esteemed clients and provide best services with ""Yes I can"" approach.","Have to be 24*7 available due to hospitality industry, service issues become totally uacceptable leading to extreme consequences.","Working with Radisson Blu Hotel New Delhi Paschim has been a good learning  with great exposure in hospitality industry. Working with Radisson Blu Hotel gives an opportunity to directly interact with our esteemed clients and provide best services with ""Yes I can"" approach. Have to be 24*7 available due to hospitality industry, service issues become totally uacceptable leading to extreme consequences.",0.01585121,0.12302243,0.86112636,Positive Sentiment
705446,Radisson-Hotel-Group,25/03/2015, Hotel Receptionist,"London, England, England",5,it was an amazing company to work. People were so happy to help in any situation. I really enjoyed it.,The best reason was the salary but also the experience. I learned so many new things from people and how to deal with different situations.,"The cons will be the fact that I had to work on shifts. Even if the salary was ok, waking up at 5 o'clock for a morning shift is not something which I am aiming for.","it was an amazing company to work. People were so happy to help in any situation. I really enjoyed it. The best reason was the salary but also the experience. I learned so many new things from people and how to deal with different situations. The cons will be the fact that I had to work on shifts. Even if the salary was ok, waking up at 5 o'clock for a morning shift is not something which I am aiming for.",0.011729244,0.03192503,0.9563458,Positive Sentiment
705447,Radisson-Hotel-Group,30/03/2015, Sales Manager,Dubai,2,"Sales Manager, Dubai","1. Decent benefits on global rates
2. Plenty of hotels to choose from for vacations
3. Opportunity for travel once on a Management position","1. Lack of caring in the upper management
2. Very diverse salary brackets on the same position depending on the nationality of the employee
3. Unhelpful HR
4. Terrible appraisals and no clear growth curve
5. Slow and unresponsive follow-ups on issues
6. Dishonest management
7. No attempt to grow or transfer employees
8. Inability to move from ancient practices and cannot appreciate creativity or innovation from employees","Sales Manager, Dubai 1. Decent benefits on global rates
2. Plenty of hotels to choose from for vacations
3. Opportunity for travel once on a Management position 1. Lack of caring in the upper management
2. Very diverse salary brackets on the same position depending on the nationality of the employee
3. Unhelpful HR
4. Terrible appraisals and no clear growth curve
5. Slow and unresponsive follow-ups on issues
6. Dishonest management
7. No attempt to grow or transfer employees
8. Inability to move from ancient practices and cannot appreciate creativity or innovation from employees",0.7398942,0.23020715,0.029898653,Negative Sentiment
705448,Radisson-Hotel-Group,07/05/2015, Guest Service Officer,Ahmedabad,4,Guest Service Officer,The hotel was very close to my own place and the Front Office Manager was very helpful towards his team. Had fantastic colleagues to work with who were young and dynamic and helpful.,Employees were expected to work extra hours without any overtime pay. The salary was not very good given the amount of work we did.,Guest Service Officer The hotel was very close to my own place and the Front Office Manager was very helpful towards his team. Had fantastic colleagues to work with who were young and dynamic and helpful. Employees were expected to work extra hours without any overtime pay. The salary was not very good given the amount of work we did.,0.06943352,0.19465846,0.73590803,Positive Sentiment
705449,Radisson-Hotel-Group,15/05/2015, Intern,Pune,5,Great learning experience,A great place for interns to get an exposure in the hotel industry before graduation and obtaining a full time job. Everyone is very courteous and employees follow the carlson credo which makes the place a preferred workplace.,No words actually to share anything about the cons.,Great learning experience A great place for interns to get an exposure in the hotel industry before graduation and obtaining a full time job. Everyone is very courteous and employees follow the carlson credo which makes the place a preferred workplace. No words actually to share anything about the cons.,0.002677868,0.017974341,0.97934777,Positive Sentiment
705450,Radisson-Hotel-Group,19/05/2015, Bartender,"Cavan, Cavan, Cavan",4,Quality Hotels,"Good training, good people and fast paced",bad hours and rosters,"Quality Hotels Good training, good people and fast paced bad hours and rosters",0.05204946,0.2937586,0.654192,Positive Sentiment
705451,Radisson-Hotel-Group,25/06/2015, Waiter,"London, England, England",5,Great place!,Great place to work and develop.,Everyday always well organize by managers or supervisors.,Great place! Great place to work and develop. Everyday always well organize by managers or supervisors.,0.001495134,0.012270663,0.9862342,Positive Sentiment
705452,Radisson-Hotel-Group,24/07/2015, Executive Housekeeper,Ludhiana,5,Great,Its a great company to work with,there are no option if you want to take transfer.,Great Its a great company to work with there are no option if you want to take transfer.,0.004508003,0.02422192,0.9712701,Positive Sentiment
705453,Radisson-Hotel-Group,11/08/2015, General Manager,"Gurgaon, Haryana, Haryana",4,Very good mid-scale business hotel,Part of the largest International Hospitality chain. Stable hotel and stable promoter. Well located.,The property is small in size. Restricted opportuinities to grow.,Very good mid-scale business hotel Part of the largest International Hospitality chain. Stable hotel and stable promoter. Well located. The property is small in size. Restricted opportuinities to grow.,0.001922438,0.039468817,0.95860875,Positive Sentiment
705454,Radisson-Hotel-Group,16/08/2015, Cluster Sales MAnager,Saint Petersburg,3,Cluster Sales Manager,"Free meals; medical insurance; nice office with new furniture. Good head manager, especially Director of Sales; strong relationship between departments; the growth inside of the company.",Extremely low salary; no bonuses for sales team; no compensation for petrol and public transportation ; old computer; difficult team from Soviet Union.,"Cluster Sales Manager Free meals; medical insurance; nice office with new furniture. Good head manager, especially Director of Sales; strong relationship between departments; the growth inside of the company. Extremely low salary; no bonuses for sales team; no compensation for petrol and public transportation ; old computer; difficult team from Soviet Union.",0.078429125,0.2712127,0.65035814,Positive Sentiment
705455,Radisson-Hotel-Group,18/08/2015, Manager IT,"NÄgpur, Maharashtra, Maharashtra",5,Good Organisation to join,"Good Benefits
Power to take own decision 
Supportive","Long working Hours
Concentrate on your work only","Good Organisation to join Good Benefits
Power to take own decision 
Supportive Long working Hours
Concentrate on your work only",0.00815239,0.16611966,0.82572794,Positive Sentiment
705456,Radisson-Hotel-Group,15/09/2015, Chef,Dubrovnik,5,Chef,"Great company,one of the best known hotel brands in world,a real pleasure to work for them,great inspiration","unexpected,not real,like heaven,great,I hope that I will work again next year.
As this is a summer job  I expect an invitation for next year","Chef Great company,one of the best known hotel brands in world,a real pleasure to work for them,great inspiration unexpected,not real,like heaven,great,I hope that I will work again next year.
As this is a summer job  I expect an invitation for next year",0.003039117,0.017357664,0.97960323,Positive Sentiment
705457,Radisson-Hotel-Group,16/09/2015, Director of Sales,Cairo,4,Director of Sales,"- team work
- loyality
- empowerment","weak management 
slow decisions 
no promotions","Director of Sales - team work
- loyality
- empowerment weak management 
slow decisions 
no promotions",0.35162118,0.5997351,0.048643757,Neutral Sentiment
705458,Radisson-Hotel-Group,20/09/2015, Meeting & Events Booking,Bergen,5,Excellent company,"Highly professional hotel chain. Professional all the way from top to bottom with a strong HR department, good pension schemes and a lot of opportunities within the company.","While the hotel industry is a good place to work, there are certain locations where the competitive environment doesn't open for the higher salary ranges.","Excellent company Highly professional hotel chain. Professional all the way from top to bottom with a strong HR department, good pension schemes and a lot of opportunities within the company. While the hotel industry is a good place to work, there are certain locations where the competitive environment doesn't open for the higher salary ranges.",0.006931456,0.070869796,0.9221987,Positive Sentiment
705459,Radisson-Hotel-Group,22/09/2015, Commercial Function,"Glasgow, Scotland, Scotland",1,A company that doesn't live its values,Average salaries depending on level of experience.   Team travel program offers good disccounts.,"Management includinng HR have no concept of staff motivation and engagement, let alone respect for the employees! Beware, no company sick pay schemes along with limited cash value benefits.   Look elsewhere if you are looking for a company that cares.","A company that doesn't live its values Average salaries depending on level of experience.   Team travel program offers good disccounts. Management includinng HR have no concept of staff motivation and engagement, let alone respect for the employees! Beware, no company sick pay schemes along with limited cash value benefits.   Look elsewhere if you are looking for a company that cares.",0.6642252,0.27980465,0.05597012,Negative Sentiment
705460,Radisson-Hotel-Group,23/10/2015, Sales & Revenue Coordinator,ReykjavÃ­k,4,Good hotel chain to work for,"Big chain, hotel stays on reduced rates, informal work environment","Low salaries, no growth, not consistent with following procedures and strategies","Good hotel chain to work for Big chain, hotel stays on reduced rates, informal work environment Low salaries, no growth, not consistent with following procedures and strategies",0.17607556,0.51951844,0.30440602,Neutral Sentiment
705461,Radisson-Hotel-Group,25/10/2015, Assistant Manager,Tashkent,4,assistant deputy administrator,"Very warm atmospher
Good opportunities to build up your career
Well-known name of the hotel
The location
Comfortable conditions",The water pressure in the shower and tap were unstable. The walls of the hotel are also very thin so you could hear your neighbour's conversation everytime,"assistant deputy administrator Very warm atmospher
Good opportunities to build up your career
Well-known name of the hotel
The location
Comfortable conditions The water pressure in the shower and tap were unstable. The walls of the hotel are also very thin so you could hear your neighbour's conversation everytime",0.04635413,0.24809457,0.7055513,Positive Sentiment
705462,Radisson-Hotel-Group,03/11/2015, Purchasing Assistant,Kuwait City,5,Best Employer in Kuwait,Good & Well organised company,Need to improve basic salary,Best Employer in Kuwait Good & Well organised company Need to improve basic salary,0.004836006,0.10620275,0.88896126,Positive Sentiment
705463,Radisson-Hotel-Group,27/11/2015, Food and Beverage Staff,Galway,4,Good Company in general,"Flexible working hours, friendly management, minimal office politics, great all-you-can-eat full-course staff food provided, good tips for F&B employees, occasional but thorough and detailed training provided, worldwide staff discounts on Radisson and its affiliated hotels.",Not many cons I can list to be very honest.,"Good Company in general Flexible working hours, friendly management, minimal office politics, great all-you-can-eat full-course staff food provided, good tips for F&B employees, occasional but thorough and detailed training provided, worldwide staff discounts on Radisson and its affiliated hotels. Not many cons I can list to be very honest.",0.010583491,0.08229798,0.90711856,Positive Sentiment
705464,Radisson-Hotel-Group,29/11/2015, Childcare Department Supervisor,Dubrovnik,5,"Working for Radisson Blu, Croatia","Lovely surroundings, good internal communication, letting people do their job without too much interfering",It is a really big establishment so organization can glitch at times. Nothing major.,"Working for Radisson Blu, Croatia Lovely surroundings, good internal communication, letting people do their job without too much interfering It is a really big establishment so organization can glitch at times. Nothing major.",0.025488716,0.20485793,0.7696533,Positive Sentiment
705465,Radisson-Hotel-Group,01/12/2015, Guest Services Supervisor,"London, England, England",2,Guest Services SUpervisor,"Great people, you feel like in a big family.",Very low pay. No extra pay for doing the night shifts. Management do not keen to hire a night team so employees work day and night shifts. Rota is absolutely insane - even 10 shifts in a row! Crazy,"Guest Services SUpervisor Great people, you feel like in a big family. Very low pay. No extra pay for doing the night shifts. Management do not keen to hire a night team so employees work day and night shifts. Rota is absolutely insane - even 10 shifts in a row! Crazy",0.46187627,0.32199323,0.2161305,Negative Sentiment
705466,Radisson-Hotel-Group,02/12/2015, Anonymous Employee,New Delhi,5,Sr. F & B Associate,"Good reputation in the market, growing chain under carlson.","Location can some times be a problem for staff but its an advantage for customers, so it balances the equation but I would like to see more Radisson hotels in the heart of city.","Sr. F & B Associate Good reputation in the market, growing chain under carlson. Location can some times be a problem for staff but its an advantage for customers, so it balances the equation but I would like to see more Radisson hotels in the heart of city.",0.022326075,0.26181784,0.715856,Positive Sentiment
705467,Radisson-Hotel-Group,06/12/2015, Night Receptionist,"Manchester, England, England",4,Receptionist,"Interesting job, great environment, full training program","Night shift, overtime not paid","Receptionist Interesting job, great environment, full training program Night shift, overtime not paid",0.006833427,0.06564184,0.92752475,Positive Sentiment
705468,Radisson-Hotel-Group,12/12/2015, Anonymous Employee,"London, England, England",4,Guest Relations Manager,Great opportunity to experience to meet new challenges and responsibilities. Opportunity to develop yourself and learn more,there are no cons in this position.,Guest Relations Manager Great opportunity to experience to meet new challenges and responsibilities. Opportunity to develop yourself and learn more there are no cons in this position.,0.003966524,0.055121146,0.94091237,Positive Sentiment
705469,Radisson-Hotel-Group,12/12/2015, General Mechanic,Duqm,5,Engineering supervisor,Carlson Rezidor change my life. There management give me the chance for more developments.,Some times we face in emergencies. That time we need support from Head of department.,Engineering supervisor Carlson Rezidor change my life. There management give me the chance for more developments. Some times we face in emergencies. That time we need support from Head of department.,0.03998274,0.45305315,0.5069641,Positive Sentiment
705470,Radisson-Hotel-Group,06/01/2016, Data Analyst,"Stockholm, Stockholm, Stockholm",4,Great People,"The core business of Rezidor is hospitality and that really is visible in the people who work there. The ""Yes, I can"" attitude is definitely part of the work environment. People who stay, really stay for life, with many people celebrating 10,15 and 20 years at the company. There also definitely opportunity in personal development and career advancement.","- IT and IT-data relationship understanding. Tech understanding is always low in companies where tech is not part of the core business. But I mention it here specifically because data is very important for the strategy of this company but with data comes a high need of IT specialists. While there is a lot of different software that is used, there is not a lot of people that understand how it works, who/how to maintain it and why it's important 
- Benefits and compensation is low compared with the average
- There can be some workplace politics, depending on what you are working with. You need to know how to communicate and with who if you want to get anything done.","Great People The core business of Rezidor is hospitality and that really is visible in the people who work there. The ""Yes, I can"" attitude is definitely part of the work environment. People who stay, really stay for life, with many people celebrating 10,15 and 20 years at the company. There also definitely opportunity in personal development and career advancement. - IT and IT-data relationship understanding. Tech understanding is always low in companies where tech is not part of the core business. But I mention it here specifically because data is very important for the strategy of this company but with data comes a high need of IT specialists. While there is a lot of different software that is used, there is not a lot of people that understand how it works, who/how to maintain it and why it's important 
- Benefits and compensation is low compared with the average
- There can be some workplace politics, depending on what you are working with. You need to know how to communicate and with who if you want to get anything done.",0.12589195,0.47023797,0.40387005,Neutral Sentiment
705471,Radisson-Hotel-Group,17/01/2016, Management Associate,New Delhi,4,Great company to work with,"Timely promotions, great amounts of recognition based on performance, Leadership opportunities available at all levels",The hospitality industry is known for its gruelling hours and low wages. Carlson counters these to a great level.,"Great company to work with Timely promotions, great amounts of recognition based on performance, Leadership opportunities available at all levels The hospitality industry is known for its gruelling hours and low wages. Carlson counters these to a great level.",0.002600076,0.03056727,0.9668327,Positive Sentiment
705472,Radisson-Hotel-Group,25/01/2016, Front Desk Receptionist,"Stockholm, Stockholm, Stockholm",4,Front Desk Receptionist experience,"Great teamwork spirit
Well done internal education
Good hotel offers within the carlson group for employees, family and friends.","Sometimes extremly stressful
System upgrade at noon on Mondays which causes difficulties because of manual check ins.
Problems with credit card terminals sometimes.","Front Desk Receptionist experience Great teamwork spirit
Well done internal education
Good hotel offers within the carlson group for employees, family and friends. Sometimes extremly stressful
System upgrade at noon on Mondays which causes difficulties because of manual check ins.
Problems with credit card terminals sometimes.",0.25415406,0.40328458,0.3425614,Neutral Sentiment
705473,Radisson-Hotel-Group,30/01/2016, Sales Manager,New Delhi,4,Amazing company,they very well take care of their employees and guests,salaries they offer are less,Amazing company they very well take care of their employees and guests salaries they offer are less,0.0198561,0.07818991,0.901954,Positive Sentiment
705474,Radisson-Hotel-Group,10/02/2016, Reservations Agent,"London, England, England",3,Great company to work with global presence,Great company to work for with a global presence. The company is very well structured and provides a lot of training opportunities to the staff. I personally acquired a NVQ certificate and have participated on a sales success program by Rezidor.,The salary range is lower than the average hotel scenario in London.,Great company to work with global presence Great company to work for with a global presence. The company is very well structured and provides a lot of training opportunities to the staff. I personally acquired a NVQ certificate and have participated on a sales success program by Rezidor. The salary range is lower than the average hotel scenario in London.,0.003874393,0.03851327,0.9576123,Positive Sentiment
705475,Radisson-Hotel-Group,18/02/2016, IT Specialist,Astana,1,Park Inn by Radisson Astana,A very good people to work with!!!!,The company doesn't appreciate employees. Very low salaries. None of the perspective.,Park Inn by Radisson Astana A very good people to work with!!!! The company doesn't appreciate employees. Very low salaries. None of the perspective.,0.6881368,0.23318164,0.078681484,Negative Sentiment
705476,Radisson-Hotel-Group,03/03/2016, Director Food and Beverage Manager,"Udaipur, Rajasthan, Rajasthan",5,Director Food and Beverage Manager,Team work with professional people with very clear vision.,"Little slow city, Three month business was little less.","Director Food and Beverage Manager Team work with professional people with very clear vision. Little slow city, Three month business was little less.",0.017506551,0.36587748,0.616616,Positive Sentiment
705477,Radisson-Hotel-Group,09/03/2016, Anonymous Employee,,3,Not great,"global company, thats about it","poor management, low pay, expectation to work long days","Not great global company, thats about it poor management, low pay, expectation to work long days",0.9449216,0.04938979,0.005688624,Negative Sentiment
705478,Radisson-Hotel-Group,11/03/2016, Waitress,"Cardiff, Wales, Wales",3,Ok - ish,"Big chain, busy hotel. Good atmosphere between staff","Management had a bit of a power trip.
Cared more about money than staff","Ok - ish Big chain, busy hotel. Good atmosphere between staff Management had a bit of a power trip.
Cared more about money than staff",0.017203156,0.18363996,0.7991569,Positive Sentiment
705479,Radisson-Hotel-Group,28/03/2016, ,,4,Awesome,Nice people to work with. Humble and approachable. They create an atmosphere of trust and credibility something that is important.,None that are drastic or something to worry about. Depends on person to person.,Awesome Nice people to work with. Humble and approachable. They create an atmosphere of trust and credibility something that is important. None that are drastic or something to worry about. Depends on person to person.,0.003378543,0.03226029,0.96436113,Positive Sentiment
705480,Radisson-Hotel-Group,05/04/2016, Anonymous Employee,,2,Outdated company philosophy,"If you work hard and have the opportunity to work with a great manager, you might be promoted.","Lack of professionalism, lack of team-working spirit, lack of events for employees to motivate them to feel they are an important part of the company, ... It is a worldwide company with an outdated philosophy. Or if it does, they should make sure that all the properties in all countries are updated to it.","Outdated company philosophy If you work hard and have the opportunity to work with a great manager, you might be promoted. Lack of professionalism, lack of team-working spirit, lack of events for employees to motivate them to feel they are an important part of the company, ... It is a worldwide company with an outdated philosophy. Or if it does, they should make sure that all the properties in all countries are updated to it.",0.33828413,0.48461837,0.17709744,Neutral Sentiment
705481,Radisson-Hotel-Group,05/04/2016, Anonymous Employee,"Heathrow, England, England",2,Reservations,"Free food, which was awful",Wearing a uniform even though nobody saw you,"Reservations Free food, which was awful Wearing a uniform even though nobody saw you",0.8126958,0.16601929,0.021284925,Negative Sentiment
705482,Radisson-Hotel-Group,07/04/2016, Manager,"Gurgaon, Haryana, Haryana",4,Manager,Carlson as a company is trying to achieve new milestones. The company is very employee friendly and believe in teaching the employees.,Could not say anything as such which is negative about the company.,Manager Carlson as a company is trying to achieve new milestones. The company is very employee friendly and believe in teaching the employees. Could not say anything as such which is negative about the company.,0.053105656,0.322488,0.62440634,Positive Sentiment
705483,Radisson-Hotel-Group,08/04/2016, Meetings and Events Coordinator,Edinburgh,1,Okay-ish,None. Literally nothing. They have no discount or anything.,Everything - no discount rude managers bad working hours,Okay-ish None. Literally nothing. They have no discount or anything. Everything - no discount rude managers bad working hours,0.86372095,0.121177346,0.015101648,Negative Sentiment
705484,Radisson-Hotel-Group,14/04/2016, Assistant Front Office Manager,Bangalore,4,Good Place to Work,Wonderful team and boss. Good Inter Departmental support.,High Attrition due to low remuneration compared to nearby hotels. Remuneration and benefits should be reworked and planned or external consultancy to be approached to match the market trend.,Good Place to Work Wonderful team and boss. Good Inter Departmental support. High Attrition due to low remuneration compared to nearby hotels. Remuneration and benefits should be reworked and planned or external consultancy to be approached to match the market trend.,0.015446822,0.1183417,0.86621153,Positive Sentiment
705485,Radisson-Hotel-Group,27/04/2016, Anonymous Employee,,3,The booking department,"Friendly people, you can learn a lot at the starter as they have a week of training and they don't put you to take calls straight away. You have time to use to it.","Very busy, bureaucratic, stressful, sales focus and slow promotion scheme.","The booking department Friendly people, you can learn a lot at the starter as they have a week of training and they don't put you to take calls straight away. You have time to use to it. Very busy, bureaucratic, stressful, sales focus and slow promotion scheme.",0.32736105,0.46114838,0.21149059,Neutral Sentiment
705486,Radisson-Hotel-Group,02/05/2016, Hotel Sales Manager,Alexandria,5,Territory sales executive,Good service always smilling always cherrfullness is all around the place and your always welcome at anytime,No cons as much as the place is really beautifull and contains alot of entertainements and fun,Territory sales executive Good service always smilling always cherrfullness is all around the place and your always welcome at anytime No cons as much as the place is really beautifull and contains alot of entertainements and fun,0.00140042,0.014462035,0.98413754,Positive Sentiment
705487,Radisson-Hotel-Group,14/05/2016, Anonymous Employee,,4,Good for personal growth,"Career development,  great opportunities, nice hotels","Senior micro management, salary, location of the hotels","Good for personal growth Career development,  great opportunities, nice hotels Senior micro management, salary, location of the hotels",0.00203289,0.03043965,0.96752745,Positive Sentiment
705488,Radisson-Hotel-Group,22/05/2016, IT Associate,Guwahati,5,IT Associate,Nice place to work in Radisson Blu. Better Learning option.,No. cons. everything is better if you are doing well.,IT Associate Nice place to work in Radisson Blu. Better Learning option. No. cons. everything is better if you are doing well.,0.003492076,0.038326744,0.9581812,Positive Sentiment
705489,Radisson-Hotel-Group,12/06/2016, ,,5,front office manager,great company to work with,nothing special to report about,front office manager great company to work with nothing special to report about,0.030696927,0.12717672,0.84212637,Positive Sentiment
705490,Radisson-Hotel-Group,15/06/2016, ,,4,Good company to work for,"Stability, Flexibilty, Innovativation, Responsible business,",Not enough trainings available in the company,"Good company to work for Stability, Flexibilty, Innovativation, Responsible business, Not enough trainings available in the company",0.039315585,0.23507425,0.7256102,Positive Sentiment
705491,Radisson-Hotel-Group,02/07/2016, Housekeeping Supervisor,Kuwait,5,House keeping supervisor,duty schedule for staff. Assigned their area,be honestly work in this company,House keeping supervisor duty schedule for staff. Assigned their area be honestly work in this company,0.10790394,0.8178354,0.074260674,Neutral Sentiment
705492,Radisson-Hotel-Group,09/07/2016, ,"Brussels, Brussels",5,top entreprise,"Recognition, people, value, culture and growth opportunities",none none none none none,"top entreprise Recognition, people, value, culture and growth opportunities none none none none none",0.10254361,0.6489646,0.24849185,Neutral Sentiment
705493,Radisson-Hotel-Group,11/07/2016, Food & Beverage,"Glasgow, Scotland, Scotland",3,Pays I guess.,"Casual hours (can select your own normally by rejecting them), nice colleagues.",Management treat everybody like children and are terribly unorganised.,"Pays I guess. Casual hours (can select your own normally by rejecting them), nice colleagues. Management treat everybody like children and are terribly unorganised.",0.730633,0.22025181,0.049115185,Negative Sentiment
705494,Radisson-Hotel-Group,13/07/2016, Anonymous Employee,"Edinburgh, Scotland, Scotland",5,Great company to work for,Rally look after their employees.  Big on staff training and development,"As in all hospitality jobs, tough work!!","Great company to work for Rally look after their employees.  Big on staff training and development As in all hospitality jobs, tough work!!",0.006409054,0.050059922,0.94353104,Positive Sentiment
705495,Radisson-Hotel-Group,17/07/2016, Kitchen Porter,Copenhagen,4,Not a bad place to work as a student,The salary was not bad and the schedule was pretty flexible,The work was hard some days and the shifts too long.,Not a bad place to work as a student The salary was not bad and the schedule was pretty flexible The work was hard some days and the shifts too long.,0.070335224,0.2646724,0.6649924,Positive Sentiment
705496,Radisson-Hotel-Group,26/07/2016, Restaurant Manager,Istanbul,1,Restaurant Manager,"Practically there is none.
I've tried hard but could not find any.","One of the worst companies I've ever worked.
Unethical working style.
Under-employed (serious level) running policy.
Lack of business knowledge.
Highly center based, inflexible management.","Restaurant Manager Practically there is none.
I've tried hard but could not find any. One of the worst companies I've ever worked.
Unethical working style.
Under-employed (serious level) running policy.
Lack of business knowledge.
Highly center based, inflexible management.",0.9334177,0.05907398,0.007508294,Negative Sentiment
705497,Radisson-Hotel-Group,30/07/2016, Anonymous Employee,"Limerick, Limerick, Limerick",5,Loved working with them,Give your 100% and it will be fun working in the industry or company yes I can attitude upsale keep pushing as an hotelier.,They have same training dialogue. Work from bottom to up which might take years upon years might be hard someday to have the yes I can for all customers but just give it your best remember if the customers are not there then you got no job.,Loved working with them Give your 100% and it will be fun working in the industry or company yes I can attitude upsale keep pushing as an hotelier. They have same training dialogue. Work from bottom to up which might take years upon years might be hard someday to have the yes I can for all customers but just give it your best remember if the customers are not there then you got no job.,0.02758976,0.13335203,0.8390582,Positive Sentiment
705498,Radisson-Hotel-Group,08/08/2016, Security Officer,Lagos,3,security,to become one of the staff in the company and to add my effort as a security,to be a good staff all the time,security to become one of the staff in the company and to add my effort as a security to be a good staff all the time,0.014098911,0.32436764,0.6615335,Positive Sentiment
705499,Radisson-Hotel-Group,28/08/2016, Food &Amp; Beverage Supervisor,New Delhi,1,Horrible,Not even a single thing... dont know what the management do....,Need the management to look for their employees what they are doing ... motivate them .. seems every body just working like machines,Horrible Not even a single thing... dont know what the management do.... Need the management to look for their employees what they are doing ... motivate them .. seems every body just working like machines,0.83096546,0.15142246,0.017612042,Negative Sentiment
705500,Radisson-Hotel-Group,06/09/2016, Shift Engineer,"Jaipur, Rajasthan, Rajasthan",3,as a Shift Engineer,"nice property, staff are good and supportive, well know in Jaipur for business.","badly maintained.
Top level management  are only there to access profit. 
product improvement is very essential","as a Shift Engineer nice property, staff are good and supportive, well know in Jaipur for business. badly maintained.
Top level management  are only there to access profit. 
product improvement is very essential",0.040809166,0.22622518,0.73296565,Positive Sentiment
705501,Radisson-Hotel-Group,19/09/2016, ,,3,.,Has a good set of people.,Management doesn't think in the right direction.,. Has a good set of people. Management doesn't think in the right direction.,0.4688588,0.41410923,0.11703196,Negative Sentiment
705502,Radisson-Hotel-Group,20/09/2016, ,New Delhi,4,F&B Cost Controller,"worker friendly, providing proper tools for works and proper care of employee and family","proper working hour not define, slow progress and no proper recognition of work","F&B Cost Controller worker friendly, providing proper tools for works and proper care of employee and family proper working hour not define, slow progress and no proper recognition of work",0.26542008,0.5584083,0.17617156,Neutral Sentiment
705503,Radisson-Hotel-Group,20/09/2016, Accounts,"Dublin, Dublin",4,Accounts,"quite environment, nice people, great location",Not enough covering for the busy periods,"Accounts quite environment, nice people, great location Not enough covering for the busy periods",0.040393148,0.18994309,0.76966375,Positive Sentiment
